                  Proc                 Proc ['P1,30 82 109 107']
                     ,                    , ['P9,663 1749 904 1815']
                    M.                   M. ['P9,938 1750 1023 1805']
                     (                    ( ['P9,1058 1748 1294 1819']
                Surrey               Surrey ['P9,1058 1748 1294 1819']
                Beatty               Beatty ['P9,1325 1751 1533 1820']
                   and                  and ['P9,1564 1751 1677 1807']
                    R.                   R. ['P9,1707 1752 1775 1807']
                  Zool                 Zool ['P9,1811 1751 1974 1807']
                     .                    . ['P9,1811 1751 1974 1807']
                   Soc                  Soc ['P9,2011 1750 2145 1808']
                     .                    . ['P9,2011 1750 2145 1808']
                   New                  New ['P9,180 1831 328 1886']
                 South                South ['P9,354 1829 536 1886']
                 Wales                Wales ['P9,562 1831 775 1896']
                     ,                    , ['P9,562 1831 775 1896']
                Sydney               Sydney ['P9,805 1831 1059 1900']
                     ,                    , ['P9,805 1831 1059 1900']
             Australia            Australia ['P9,1088 1831 1422 1899']
                     )                    ) ['P9,1088 1831 1422 1899']
                     ,                    , ['P9,1088 1831 1422 1899']
                    pp                   pp ['P9,1450 1849 1547 1901']
                     .                    . ['P9,1450 1849 1547 1901']
               161-169              161-169 ['P9,1580 1834 1843 1889']
                     .                    . ['P9,1580 1834 1843 1889']
     Kielan-Jaworowska    Kielan-Jaworowska ['P9,180 1909 822 1977']
                     ,                    , ['P9,180 1909 822 1977']
                    Z.                   Z. ['P9,859 1912 925 1967']
X                    &                    4 ['P9,964 1911 1020 1968']
                Nessov               Nessov ['P9,1055 1913 1312 1978']
                     ,                    , ['P9,1055 1913 1312 1978']
                    L.                   L. ['P9,1349 1913 1416 1968']
                    A.                   A. ['P9,1447 1913 1520 1968']
                     (                    ( ['P9,1559 1913 1745 1980']
                  1990                 1990 ['P9,1559 1913 1745 1980']
                     )                    ) ['P9,1559 1913 1745 1980']
X              Lethaia              Lethala ['P9,1778 1913 2022 1971']
                    23                   23 ['P9,2056 1915 2147 1981']
                     ,                    , ['P9,2056 1915 2147 1981']
                  1-10                 1-10 ['P9,182 1992 337 2046']
                     .                    . ['P9,182 1992 337 2046']
              Marshall             Marshall ['P9,178 2070 474 2135']
                     ,                    , ['P9,178 2070 474 2135']
                    L.                   L. ['P9,506 2072 573 2125']
                    G.                   G. ['P9,603 2070 676 2126']
X                    &                   4, ['P9,710 2070 767 2126']
     Kielan-Jaworowska    Kielan-Jaworowska ['P9,795 2071 1440 2137']
                     ,                    , ['P9,795 2071 1440 2137']
                    Z.                   Z. ['P9,1472 2074 1536 2128']
                     (                    ( ['P9,1570 2074 1756 2139']
                  1992                 1992 ['P9,1570 2074 1756 2139']
                     )                    ) ['P9,1570 2074 1756 2139']
X              Lethaia              Lethala ['P9,1782 2074 2027 2130']
X                   25                   2$ ['P9,2054 2076 2146 2140']
                     ,                    , ['P9,2054 2076 2146 2140']
                  1-15                 1-15 ['P9,180 2152 336 2206']
                     .                    . ['P9,180 2152 336 2206']
     Kielan-Jaworowska    Kielan-Jaworowska ['P9,179 2229 821 2295']
                     ,                    , ['P9,179 2229 821 2295']
                    Z.                   Z. ['P9,850 2232 914 2286']
                     (                    ( ['P9,945 2231 1132 2296']
                  1992                 1992 ['P9,945 2231 1132 2296']
                     )                    ) ['P9,945 2231 1132 2296']
                  Hist                 Hist ['P9,1157 2233 1312 2288']
                     .                    . ['P9,1157 2233 1312 2288']
                  Biol                 Biol ['P9,1338 2231 1486 2288']
.                    .                      ['P9,1338 2231 1486 2288']
                     6                    6 ['P9,1515 2234 1572 2298']
                     ,                    , ['P9,1515 2234 1572 2298']
X              185-202              18.5-20 ['P9,1604 2233 1871 2288']
X                    .                   2. ['P9,1604 2233 1871 2288']
     Kielan-Jaworowska    Kielan-Jaworowska ['P9,179 2309 821 2374']
                     ,                    , ['P9,179 2309 821 2374']
                    Z.                   Z. ['P9,850 2312 914 2365']
                     (                    ( ['P9,945 2311 1132 2376']
                  1975                 1975 ['P9,945 2311 1132 2376']
                     )                    ) ['P9,945 2311 1132 2376']
            Palaeontol           Palaeontol ['P9,1156 2311 1521 2368']
                     .                    . ['P9,1156 2311 1521 2368']
                   Pol                  Pol ['P9,1549 2312 1676 2368']
                     .                    . ['P9,1549 2312 1676 2368']
                    33                   33 ['P9,1705 2314 1796 2378']
                     ,                    , ['P9,1705 2314 1796 2378']
               103-132              103-132 ['P9,1828 2313 2096 2369']
                     .                    . ['P9,1828 2313 2096 2369']
